"Device_ID","Device_Type","Operating_System","Department","Vulnerability","Threat","Attack","CPU_Usage","Memory_Usage","Network_Traffic","Failed_Logins","Open_Ports","Patch_Level","Firewall","Antivirus","User_Behaviour_Score","Risk_Score","Compromised"
"DEV0690","Server","Linux","Sales","Open Port","Insider Threat","Phishing",54.95,66.64,252.09,18,22,"Updated","Enabled","Not Installed",48.89,35,"Yes"
"DEV0691","IoT Device","Android","IT","Buffer Overflow","Insider Threat","Brute Force",37.43,36.54,262.47,14,3,"Updated","Enabled","Not Installed",42.11,89,"No"
"DEV0692","Server","macOS","Finance","SQL Injection","APT","Brute Force",69.77,55.54,85.98,5,21,"Updated","Disabled","Not Installed",58.7,37,"No"
"DEV0693","Laptop","macOS","HR","Open Port","Ransomware","Brute Force",58.49,75.7,356.05,17,11,"Updated","Disabled","Not Installed",81.92,42,"No"
"DEV0694","Desktop","Linux","HR","Privilege Escalation","Ransomware","Phishing",81.54,24.38,173.31,14,6,"Updated","Disabled","Installed",86.41,93,"No"
"DEV0695","Desktop","Windows","Sales","Buffer Overflow","Ransomware","Phishing",61.13,57.63,303.05,0,22,"Outdated","Enabled","Not Installed",58.17,45,"Yes"
"DEV0696","Desktop","Windows","IT","Open Port","Malware","Phishing",45.33,69.5,207.56,9,24,"Outdated","Enabled","Not Installed",79.1,99,"Yes"
"DEV0697","IoT Device","Windows","IT","Weak Password","APT","Phishing",86,31.4,253.36,2,5,"Updated","Enabled","Installed",46.23,61,"No"
"DEV0698","IoT Device","macOS","IT","Firewall Misconfiguration","Malware","Brute Force",94.27,55.41,393.58,18,1,"Outdated","Disabled","Not Installed",44.12,8,"Yes"
"DEV0699","Desktop","Android","HR","SQL Injection","APT","Phishing",52.62,83.76,341.41,5,24,"Updated","Enabled","Installed",47.07,15,"Yes"
"DEV0700","IoT Device","Windows","HR","Open Port","Ransomware","Brute Force",32.38,86.32,441.57,14,3,"Outdated","Disabled","Installed",55.84,60,"Yes"
"DEV0701","Desktop","Linux","Finance","Weak Password","APT","Brute Force",23.56,78.5,149.51,7,14,"Updated","Disabled","Installed",71.22,93,"No"
"DEV0702","Laptop","Android","Admin","Firewall Misconfiguration","Malware","DDoS",84.54,68.77,113.35,6,1,"Outdated","Disabled","Installed",85.99,32,"No"
"DEV0703","Laptop","Linux","HR","SQL Injection","Malware","DDoS",40.48,30.98,315.4,7,12,"Updated","Enabled","Installed",69.55,63,"No"
"DEV0704","Server","Android","IT","Weak Password","Malware","DDoS",73.15,31.02,376.44,19,17,"Updated","Disabled","Not Installed",99.05,100,"Yes"
"DEV0705","IoT Device","Linux","IT","Weak Password","Ransomware","Phishing",41.14,57.75,141,2,5,"Updated","Disabled","Not Installed",44.42,75,"No"
"DEV0706","Laptop","Windows","Finance","Remote Code Execution","Insider Threat","Phishing",31.01,77.69,318.25,15,17,"Outdated","Enabled","Not Installed",97.4,39,"No"
"DEV0707","Server","Linux","Admin","SQL Injection","Insider Threat","Phishing",34.05,97.52,144.76,14,6,"Outdated","Disabled","Installed",89.72,30,"No"
"DEV0708","Server","macOS","HR","Open Port","Insider Threat","DDoS",58.15,44.2,161.59,16,12,"Outdated","Enabled","Installed",98.48,28,"No"
"DEV0709","Desktop","macOS","Admin","Outdated Antivirus","APT","Phishing",70.1,33.76,294.12,8,9,"Outdated","Enabled","Installed",78.27,24,"No"
"DEV0710","IoT Device","Android","Admin","Remote Code Execution","Malware","Brute Force",94.01,74.29,155.03,6,23,"Updated","Disabled","Not Installed",92.39,2,"Yes"
"DEV0711","Server","Windows","HR","Remote Code Execution","APT","Brute Force",99.51,51.01,346.84,7,25,"Updated","Enabled","Installed",67.62,84,"Yes"
"DEV0712","Desktop","Android","IT","SQL Injection","Malware","Brute Force",40.62,91.54,99.98,9,16,"Outdated","Disabled","Installed",81.19,52,"No"
"DEV0713","Laptop","macOS","Admin","Cross-Site Scripting","Malware","Phishing",82.92,91.33,136.58,13,15,"Updated","Disabled","Not Installed",77.76,73,"Yes"
"DEV0714","IoT Device","macOS","HR","Weak Password","APT","DDoS",40.37,46.34,414.81,6,6,"Updated","Disabled","Installed",63.43,23,"No"
"DEV0715","Laptop","macOS","IT","Buffer Overflow","APT","DDoS",55.08,26.01,77.2,12,6,"Outdated","Disabled","Installed",56.74,73,"No"
"DEV0716","IoT Device","Windows","IT","Weak Password","Ransomware","DDoS",88.57,77.97,356.96,18,20,"Outdated","Enabled","Not Installed",84.98,95,"Yes"
"DEV0717","IoT Device","Linux","HR","Privilege Escalation","Insider Threat","Phishing",75.42,97.28,118.56,13,14,"Updated","Enabled","Installed",57.47,57,"No"
"DEV0718","Desktop","Linux","Sales","Outdated Antivirus","APT","DDoS",46.91,18.58,117.34,6,24,"Outdated","Disabled","Not Installed",56.18,67,"No"
"DEV0719","Laptop","Linux","Admin","Privilege Escalation","Insider Threat","Phishing",94.04,35.94,60.23,12,4,"Outdated","Enabled","Installed",45.11,39,"No"
"DEV0720","Server","Android","HR","Firewall Misconfiguration","Ransomware","Brute Force",54.93,15.32,211.88,0,15,"Outdated","Enabled","Not Installed",41.35,50,"Yes"
"DEV0721","Desktop","Android","Sales","Cross-Site Scripting","APT","Brute Force",50.28,39.99,298.1,13,10,"Outdated","Disabled","Installed",98.14,14,"No"
"DEV0722","IoT Device","Linux","HR","Buffer Overflow","Insider Threat","Phishing",84.5,18.04,117.73,8,25,"Outdated","Enabled","Not Installed",93.24,12,"Yes"
"DEV0723","IoT Device","Windows","HR","Weak Password","Insider Threat","Brute Force",79.74,55.22,374.29,2,14,"Updated","Enabled","Installed",98.03,39,"Yes"
"DEV0724","IoT Device","Linux","IT","Weak Password","Ransomware","Phishing",65.45,60.47,294.11,5,24,"Outdated","Enabled","Not Installed",58.17,26,"Yes"
"DEV0725","Desktop","Windows","Admin","Buffer Overflow","Malware","DDoS",77.03,86.28,483.9,18,14,"Updated","Disabled","Installed",53.78,54,"Yes"
"DEV0726","Server","Linux","IT","Cross-Site Scripting","Insider Threat","Brute Force",45.47,15.41,475.77,8,13,"Outdated","Enabled","Installed",85.98,95,"Yes"
"DEV0727","Laptop","Android","IT","SQL Injection","Ransomware","Phishing",56.1,97.95,133.46,9,2,"Updated","Disabled","Installed",65.15,19,"No"
"DEV0728","IoT Device","Windows","Sales","Open Port","APT","Brute Force",94.59,15.35,268.45,16,11,"Updated","Disabled","Not Installed",42.53,92,"Yes"
"DEV0729","Laptop","Linux","Admin","Cross-Site Scripting","Ransomware","Phishing",61.8,71.9,193.22,5,14,"Outdated","Disabled","Not Installed",86.82,95,"Yes"
"DEV0730","Desktop","Windows","Finance","Firewall Misconfiguration","Malware","Brute Force",46.42,96.91,421.82,11,22,"Outdated","Enabled","Installed",40.02,77,"No"
"DEV0731","Server","macOS","Admin","SQL Injection","Insider Threat","Phishing",79.42,75.78,255.56,17,23,"Updated","Disabled","Installed",50.37,48,"No"
"DEV0732","Laptop","Linux","Sales","Buffer Overflow","Insider Threat","Phishing",83.33,67.06,486.35,2,20,"Outdated","Disabled","Installed",67.29,53,"No"
"DEV0733","Laptop","Android","IT","Weak Password","Insider Threat","Brute Force",59.16,22.04,317.25,20,2,"Outdated","Disabled","Installed",71.85,85,"Yes"
"DEV0734","Server","Windows","IT","Weak Password","APT","Phishing",78.86,65.32,494.97,3,10,"Outdated","Disabled","Not Installed",44.44,12,"Yes"
"DEV0735","Server","Windows","Admin","Open Port","Ransomware","DDoS",49.37,61.16,145.55,2,15,"Updated","Disabled","Installed",47.38,86,"No"
"DEV0736","Desktop","Android","Sales","Unpatched Software","Insider Threat","Phishing",46.72,54.5,92.66,1,8,"Outdated","Enabled","Installed",61.36,73,"Yes"
"DEV0737","IoT Device","Windows","IT","Firewall Misconfiguration","Malware","Brute Force",42.1,15.76,420.64,15,1,"Updated","Disabled","Installed",53.17,33,"Yes"
"DEV0738","Laptop","Linux","Finance","Remote Code Execution","APT","DDoS",99.58,89.78,177.26,13,22,"Outdated","Enabled","Not Installed",77.97,25,"Yes"
"DEV0739","IoT Device","Android","IT","Cross-Site Scripting","Malware","DDoS",69.16,48.04,208.44,12,9,"Outdated","Disabled","Installed",64.12,3,"No"
"DEV0740","Server","Windows","HR","Firewall Misconfiguration","Insider Threat","Brute Force",51.34,48.67,349.15,17,22,"Updated","Enabled","Not Installed",57.76,17,"Yes"
"DEV0741","Server","Android","Finance","Unpatched Software","Insider Threat","DDoS",58.24,92.03,426.98,5,1,"Outdated","Enabled","Installed",43.78,26,"No"
"DEV0742","Server","Windows","HR","Buffer Overflow","Insider Threat","Phishing",23.43,79.34,362.49,14,15,"Updated","Disabled","Not Installed",70.72,51,"No"
"DEV0743","IoT Device","macOS","HR","Open Port","Ransomware","Brute Force",48.4,49.98,73.24,3,3,"Outdated","Enabled","Not Installed",83.61,53,"No"
"DEV0744","Laptop","Android","Sales","Unpatched Software","APT","DDoS",54.33,59.93,272.05,20,25,"Updated","Disabled","Not Installed",54.05,22,"No"
"DEV0745","Server","Linux","Sales","Unpatched Software","Ransomware","DDoS",65.61,54.59,246,1,12,"Updated","Enabled","Installed",54.09,88,"No"
"DEV0746","Server","Android","Admin","Open Port","APT","DDoS",70.25,38.21,456.86,3,21,"Updated","Enabled","Installed",48.18,55,"Yes"
"DEV0747","Laptop","macOS","Sales","Remote Code Execution","Ransomware","DDoS",37.58,57.79,335.86,15,10,"Outdated","Enabled","Installed",67.95,3,"No"
"DEV0748","Desktop","Android","Sales","Unpatched Software","Insider Threat","DDoS",87.68,30.58,171.47,10,20,"Outdated","Enabled","Installed",64.38,87,"No"
"DEV0749","Laptop","macOS","Admin","Open Port","APT","Phishing",36.89,52.41,190.08,0,17,"Updated","Enabled","Installed",41.05,44,"No"
"DEV0750","Desktop","macOS","Sales","Unpatched Software","APT","Phishing",80.88,18.16,258.87,9,18,"Outdated","Enabled","Installed",90.67,19,"Yes"
"DEV0751","IoT Device","Linux","HR","Buffer Overflow","Malware","Phishing",93.22,59.81,192.24,14,2,"Updated","Enabled","Installed",69.92,4,"No"
"DEV0752","Desktop","Windows","Finance","Privilege Escalation","Ransomware","Brute Force",42.97,54.03,380.93,2,24,"Outdated","Disabled","Installed",48.12,55,"Yes"
"DEV0753","Laptop","macOS","IT","Open Port","Malware","Brute Force",35.13,20.43,167.82,19,8,"Updated","Enabled","Not Installed",97.1,57,"Yes"
"DEV0754","Server","Linux","Admin","Buffer Overflow","Malware","DDoS",98.65,19.71,415.6,18,23,"Outdated","Disabled","Installed",88.55,6,"No"
"DEV0755","Laptop","Windows","Sales","Privilege Escalation","Ransomware","DDoS",69.91,41.17,293.53,0,19,"Updated","Enabled","Not Installed",53.1,1,"Yes"
"DEV0756","Desktop","macOS","Admin","Unpatched Software","APT","DDoS",96.31,41.29,483.36,12,7,"Updated","Disabled","Installed",57.61,70,"Yes"
"DEV0757","Desktop","Linux","Sales","Unpatched Software","Insider Threat","DDoS",33.31,45.41,453.46,10,2,"Outdated","Enabled","Installed",57.24,20,"No"
"DEV0758","Laptop","macOS","Admin","Outdated Antivirus","Insider Threat","Brute Force",43.87,24.84,262.38,2,1,"Outdated","Enabled","Not Installed",45.55,90,"No"
"DEV0759","Desktop","macOS","IT","Buffer Overflow","Insider Threat","DDoS",52.7,74.39,118.78,5,23,"Updated","Enabled","Installed",86.02,89,"Yes"
"DEV0760","Laptop","Android","HR","Weak Password","Ransomware","Phishing",23.99,59.79,162.24,18,22,"Outdated","Enabled","Not Installed",84.24,58,"No"
"DEV0761","IoT Device","macOS","Finance","Cross-Site Scripting","Insider Threat","Brute Force",72.15,63.32,257.26,7,14,"Outdated","Disabled","Not Installed",78.09,56,"Yes"
"DEV0762","Laptop","macOS","IT","Cross-Site Scripting","Ransomware","Brute Force",37.83,89.89,312.76,12,24,"Outdated","Disabled","Installed",86.04,50,"No"
"DEV0763","IoT Device","Android","Finance","Privilege Escalation","APT","Phishing",32.51,33.6,191.62,18,4,"Updated","Disabled","Installed",72.06,1,"No"
"DEV0764","Desktop","Android","IT","Buffer Overflow","Insider Threat","Brute Force",77.68,84.23,146.81,11,18,"Updated","Enabled","Installed",92.7,7,"No"
"DEV0765","Desktop","Linux","IT","Cross-Site Scripting","Insider Threat","Brute Force",77.93,81.57,464.54,8,14,"Outdated","Disabled","Not Installed",98.45,29,"No"
"DEV0766","IoT Device","Android","Finance","Buffer Overflow","Insider Threat","DDoS",41.1,31,426.8,12,17,"Outdated","Enabled","Not Installed",83.4,79,"No"
"DEV0767","Desktop","macOS","Admin","SQL Injection","Malware","Brute Force",66.93,88.87,487.87,0,17,"Outdated","Disabled","Installed",83.8,70,"Yes"
"DEV0768","IoT Device","Android","IT","Buffer Overflow","Insider Threat","Brute Force",82.89,16.39,111.32,8,4,"Updated","Disabled","Not Installed",68.97,42,"Yes"
"DEV0769","Desktop","macOS","Finance","Unpatched Software","APT","Brute Force",50.06,23.33,361.27,14,8,"Outdated","Enabled","Installed",47.5,77,"Yes"
"DEV0770","IoT Device","macOS","IT","Weak Password","Insider Threat","Brute Force",32.55,49.75,494.08,9,21,"Outdated","Disabled","Installed",96.15,41,"Yes"
"DEV0771","Server","Linux","Admin","Privilege Escalation","Malware","Brute Force",67.76,62.56,286.9,20,7,"Outdated","Enabled","Not Installed",67.26,34,"Yes"
"DEV0772","Laptop","Windows","Sales","Outdated Antivirus","APT","Brute Force",28.51,26.14,417.29,20,13,"Updated","Enabled","Installed",59.86,87,"No"
"DEV0773","IoT Device","Windows","Finance","Open Port","Insider Threat","Brute Force",62.39,33.83,461.33,4,17,"Outdated","Enabled","Installed",77,89,"No"
"DEV0774","Laptop","Android","IT","Privilege Escalation","APT","DDoS",78.56,39.2,204.77,4,10,"Updated","Disabled","Not Installed",67.96,59,"Yes"
"DEV0775","Laptop","Android","HR","Weak Password","Insider Threat","Brute Force",36.04,37.54,194.98,5,8,"Updated","Enabled","Not Installed",40.99,10,"Yes"
"DEV0776","IoT Device","Linux","IT","Remote Code Execution","Insider Threat","Phishing",63.25,66.88,137.08,2,1,"Outdated","Disabled","Not Installed",62.24,50,"No"
"DEV0777","Laptop","Linux","Sales","Remote Code Execution","Malware","Phishing",26.5,70,264.8,18,18,"Outdated","Disabled","Not Installed",44.19,64,"Yes"
"DEV0778","Server","macOS","IT","Privilege Escalation","Insider Threat","Phishing",49.39,53.69,417.84,19,7,"Outdated","Disabled","Not Installed",86.32,87,"No"
"DEV0779","IoT Device","Windows","Admin","Open Port","Insider Threat","DDoS",63.38,81.41,433.94,5,11,"Outdated","Enabled","Installed",80.28,19,"Yes"
"DEV0780","Desktop","Windows","HR","Privilege Escalation","Insider Threat","Phishing",55.7,97.03,459.83,10,12,"Outdated","Enabled","Not Installed",61.23,91,"No"
"DEV0781","Laptop","Windows","Finance","Unpatched Software","APT","Phishing",32.6,68.79,293.94,5,15,"Updated","Disabled","Installed",98.42,61,"No"
"DEV0782","Laptop","Android","Sales","Buffer Overflow","Ransomware","DDoS",47.91,57.26,55.65,18,11,"Outdated","Enabled","Not Installed",84.56,32,"Yes"
"DEV0783","Server","Windows","Sales","Open Port","APT","Phishing",58.88,39.6,192.76,11,18,"Updated","Enabled","Installed",52.38,60,"Yes"
"DEV0784","Server","Windows","Sales","Open Port","Malware","Brute Force",22.18,86.15,487.16,13,4,"Outdated","Disabled","Not Installed",44.54,56,"No"
"DEV0785","Laptop","macOS","Sales","Weak Password","APT","Phishing",23.97,87.27,308.02,17,22,"Updated","Enabled","Installed",79.86,72,"Yes"
"DEV0786","Laptop","Android","IT","Privilege Escalation","Ransomware","Phishing",26.5,27.79,183.69,7,16,"Updated","Disabled","Installed",53.08,57,"No"
"DEV0787","IoT Device","Linux","Admin","Unpatched Software","APT","DDoS",34.11,85.46,197.24,16,15,"Outdated","Disabled","Installed",53.57,13,"Yes"
"DEV0788","Desktop","macOS","IT","Outdated Antivirus","APT","Brute Force",81.09,49.24,111.66,7,24,"Outdated","Enabled","Installed",76.92,56,"No"
"DEV0789","IoT Device","Linux","Admin","Privilege Escalation","APT","Phishing",68.58,28.38,486.16,7,7,"Outdated","Disabled","Installed",94.65,78,"Yes"
"DEV0790","IoT Device","Windows","HR","Cross-Site Scripting","Malware","DDoS",79.05,80.21,292.64,0,20,"Outdated","Enabled","Installed",74.61,100,"Yes"
"DEV0791","Server","Windows","IT","Open Port","Ransomware","Phishing",88.17,66.7,207.85,5,16,"Updated","Disabled","Installed",48.82,78,"No"
"DEV0792","IoT Device","Android","IT","SQL Injection","Ransomware","Brute Force",99.74,77.31,206.55,8,3,"Outdated","Disabled","Installed",54.53,13,"No"
"DEV0793","Laptop","Linux","IT","Weak Password","Ransomware","Phishing",65.38,25.22,421.96,4,20,"Updated","Enabled","Not Installed",48.51,11,"Yes"
"DEV0794","IoT Device","Windows","IT","Cross-Site Scripting","Insider Threat","DDoS",25.44,22.43,455.67,20,20,"Outdated","Enabled","Not Installed",95.08,18,"Yes"
"DEV0795","Laptop","Windows","Admin","Open Port","Insider Threat","DDoS",32.8,92.09,275.2,5,22,"Updated","Disabled","Not Installed",61.33,87,"Yes"
"DEV0796","Server","macOS","Finance","Cross-Site Scripting","APT","DDoS",47.89,37.33,385.64,6,5,"Updated","Enabled","Installed",87.62,38,"Yes"
"DEV0797","Laptop","Linux","Finance","SQL Injection","Malware","Brute Force",47.12,65.33,458.73,1,12,"Updated","Enabled","Not Installed",80.02,7,"Yes"
"DEV0798","IoT Device","Android","Admin","Weak Password","Insider Threat","Brute Force",58.77,56.26,161.53,4,1,"Updated","Disabled","Not Installed",72.06,31,"Yes"
"DEV0799","Desktop","Windows","Admin","Firewall Misconfiguration","APT","Brute Force",89.04,86.13,420.8,8,4,"Updated","Enabled","Installed",75.75,87,"No"
"DEV0800","Desktop","Linux","Sales","Privilege Escalation","Malware","DDoS",77.09,50.98,395.33,11,12,"Updated","Enabled","Installed",76.96,28,"No"
"DEV0801","Server","Android","HR","Buffer Overflow","Insider Threat","DDoS",75.84,69.04,166.21,15,6,"Updated","Enabled","Not Installed",96.36,72,"No"
"DEV0802","Laptop","Linux","HR","Firewall Misconfiguration","Insider Threat","Brute Force",31.65,39.33,229.15,13,11,"Outdated","Enabled","Installed",63.67,24,"No"
"DEV0803","IoT Device","Linux","IT","Unpatched Software","APT","DDoS",82.75,52.92,324.97,5,3,"Outdated","Disabled","Not Installed",81.38,50,"Yes"
"DEV0804","IoT Device","Windows","Admin","Buffer Overflow","Malware","Phishing",66.91,24.53,266.85,1,23,"Updated","Enabled","Installed",93.3,23,"Yes"
"DEV0805","Server","Linux","Finance","Open Port","APT","Phishing",87.24,79.2,248.91,7,13,"Outdated","Disabled","Not Installed",73.62,29,"No"
"DEV0806","Laptop","Windows","IT","Cross-Site Scripting","Malware","Brute Force",37.1,92.32,296.03,12,17,"Outdated","Disabled","Installed",78.67,64,"No"
"DEV0807","Server","Android","Sales","Open Port","Malware","Phishing",71.77,26.2,361.6,8,18,"Updated","Disabled","Installed",82.54,40,"Yes"
"DEV0808","Server","macOS","Finance","Unpatched Software","Ransomware","Phishing",60.08,79.76,260.91,8,14,"Updated","Enabled","Not Installed",41.36,43,"Yes"
"DEV0809","Laptop","Android","Finance","Open Port","Malware","Phishing",89.31,21.31,266.68,4,8,"Updated","Enabled","Not Installed",66.84,6,"Yes"
"DEV0810","Server","macOS","Admin","Weak Password","Malware","DDoS",24.5,86.81,113.98,4,1,"Updated","Disabled","Not Installed",70.76,5,"No"
"DEV0811","Server","Windows","Finance","Privilege Escalation","Insider Threat","Phishing",33.22,36.91,356.42,15,3,"Updated","Enabled","Installed",51.07,22,"Yes"
"DEV0812","Server","Linux","Admin","Outdated Antivirus","Insider Threat","DDoS",34.63,57.69,480.21,15,17,"Outdated","Enabled","Installed",68.81,36,"No"
"DEV0813","Server","macOS","IT","Firewall Misconfiguration","Insider Threat","Brute Force",69.42,65.13,254.05,4,14,"Updated","Disabled","Installed",82.78,18,"No"
"DEV0814","Server","Linux","IT","Privilege Escalation","Insider Threat","Phishing",37.82,86.49,158.08,16,22,"Outdated","Disabled","Installed",49.27,45,"No"
"DEV0815","Desktop","macOS","HR","Unpatched Software","APT","Phishing",49.37,43.18,423.67,6,17,"Updated","Disabled","Installed",71.24,1,"No"
"DEV0816","Server","Android","IT","Privilege Escalation","APT","DDoS",72.4,70.23,133.99,12,13,"Updated","Disabled","Installed",61.36,10,"Yes"
"DEV0817","Desktop","Windows","Sales","Unpatched Software","APT","Brute Force",66.4,41.64,330.32,9,20,"Updated","Disabled","Installed",91.01,74,"No"
"DEV0818","Server","Android","IT","Open Port","APT","Phishing",90.19,52.89,85.56,15,19,"Outdated","Disabled","Installed",97.41,38,"No"
"DEV0819","IoT Device","Android","Finance","Weak Password","Ransomware","Phishing",92.6,83.18,92.35,4,25,"Outdated","Enabled","Not Installed",65.23,95,"Yes"
"DEV0820","Desktop","macOS","Admin","Firewall Misconfiguration","Malware","Phishing",34.95,35.35,355.26,15,8,"Outdated","Disabled","Not Installed",99.66,1,"No"
"DEV0821","Laptop","Android","IT","Privilege Escalation","Ransomware","Phishing",75.42,40.54,271.28,4,22,"Outdated","Disabled","Not Installed",46.35,1,"Yes"
"DEV0822","IoT Device","Linux","IT","Cross-Site Scripting","Malware","Brute Force",34.58,23.89,132.69,10,23,"Updated","Enabled","Installed",91.72,40,"Yes"
"DEV0823","IoT Device","macOS","IT","Unpatched Software","Malware","Phishing",41.16,84.31,215.68,3,21,"Updated","Enabled","Installed",65.79,83,"No"
"DEV0824","Laptop","macOS","Finance","Weak Password","Ransomware","Brute Force",58.24,66.4,195.05,8,7,"Outdated","Enabled","Installed",59.7,91,"No"
"DEV0825","Server","macOS","Finance","SQL Injection","Insider Threat","Brute Force",49.05,33.24,440.55,8,21,"Outdated","Enabled","Not Installed",61.63,72,"Yes"
"DEV0826","IoT Device","Windows","Finance","Unpatched Software","Insider Threat","Brute Force",48.74,84.52,299.15,19,1,"Updated","Enabled","Not Installed",90.37,34,"No"
"DEV0827","IoT Device","Windows","Finance","Weak Password","Insider Threat","Phishing",33.66,48.1,106.13,7,2,"Outdated","Disabled","Installed",96.8,15,"No"
"DEV0828","Laptop","Linux","Admin","Buffer Overflow","Malware","DDoS",61.31,48.4,208.25,16,1,"Updated","Enabled","Installed",85.5,29,"No"
"DEV0829","Desktop","Android","HR","SQL Injection","Malware","Brute Force",57.14,31.96,59.19,0,16,"Outdated","Enabled","Installed",52.61,38,"Yes"
"DEV0830","Laptop","macOS","Sales","Buffer Overflow","Insider Threat","Phishing",42.12,30.14,234.9,8,9,"Updated","Enabled","Not Installed",97.64,89,"Yes"
"DEV0831","Desktop","Windows","Sales","Weak Password","APT","Brute Force",44.69,42.8,356,19,17,"Updated","Enabled","Installed",47.62,47,"Yes"
"DEV0832","IoT Device","Windows","HR","Unpatched Software","Malware","DDoS",44.75,81.33,298.71,13,25,"Outdated","Enabled","Not Installed",55.48,23,"Yes"
"DEV0833","Desktop","Linux","Sales","Open Port","APT","Brute Force",82.86,25.18,422.1,20,25,"Outdated","Enabled","Installed",95.68,89,"No"
"DEV0834","Laptop","Windows","HR","Privilege Escalation","Insider Threat","Brute Force",44.36,26.85,399.19,16,2,"Updated","Disabled","Installed",88.75,85,"No"
"DEV0835","Laptop","Windows","HR","Unpatched Software","Malware","Brute Force",44.89,70.82,353.61,10,8,"Updated","Enabled","Installed",85.95,70,"No"
"DEV0836","IoT Device","Android","Sales","Buffer Overflow","Insider Threat","Phishing",54.88,49.92,489.14,17,6,"Outdated","Disabled","Installed",99.74,15,"No"
"DEV0837","Desktop","Linux","IT","Weak Password","Insider Threat","Phishing",80.9,88.16,460.37,5,14,"Updated","Enabled","Installed",87.01,87,"No"
"DEV0838","IoT Device","Android","Finance","Weak Password","Insider Threat","Brute Force",61.04,54.15,123.63,13,4,"Outdated","Disabled","Not Installed",41.07,13,"No"
"DEV0839","Server","Windows","IT","Cross-Site Scripting","Ransomware","DDoS",81.16,65.76,417.41,2,7,"Updated","Enabled","Not Installed",91.63,48,"Yes"
"DEV0840","Laptop","macOS","HR","SQL Injection","APT","Brute Force",79.31,82.87,436.85,7,22,"Outdated","Enabled","Installed",88.6,27,"Yes"
"DEV0841","Desktop","Windows","Admin","Cross-Site Scripting","Insider Threat","Brute Force",46.53,94.4,129.25,14,20,"Updated","Disabled","Not Installed",60.27,67,"No"
"DEV0842","Laptop","Linux","Admin","Privilege Escalation","Malware","DDoS",66.41,18.3,408.86,2,16,"Updated","Enabled","Installed",94.42,59,"Yes"
"DEV0843","IoT Device","macOS","Admin","Weak Password","APT","Phishing",93.85,19.19,420.78,6,19,"Outdated","Disabled","Installed",49.17,95,"Yes"
"DEV0844","IoT Device","Linux","Finance","Buffer Overflow","APT","Brute Force",73.39,74.59,50.91,18,2,"Outdated","Disabled","Installed",81.25,11,"No"
"DEV0845","Desktop","Windows","IT","Privilege Escalation","Ransomware","DDoS",60.86,33.77,175.1,0,16,"Updated","Disabled","Not Installed",70.42,76,"Yes"
"DEV0846","IoT Device","macOS","Admin","Cross-Site Scripting","Insider Threat","DDoS",33.72,28.66,264.38,13,13,"Outdated","Enabled","Installed",83.03,59,"No"
"DEV0847","Server","Android","HR","Outdated Antivirus","Malware","Brute Force",40.55,73.11,439.45,12,6,"Updated","Disabled","Installed",46.36,94,"Yes"
"DEV0848","Desktop","Linux","Sales","Privilege Escalation","Ransomware","Brute Force",57.9,45.47,367.68,17,17,"Updated","Enabled","Not Installed",53.52,5,"Yes"
"DEV0849","Desktop","Linux","Finance","Outdated Antivirus","Insider Threat","Phishing",62.37,76.15,427.83,19,10,"Outdated","Enabled","Installed",53.42,61,"Yes"
"DEV0850","Server","Windows","Sales","Remote Code Execution","Ransomware","DDoS",64.79,56.96,478.09,5,3,"Updated","Enabled","Not Installed",53.86,93,"Yes"
"DEV0851","Laptop","Linux","Sales","Buffer Overflow","Ransomware","Phishing",32.87,67.14,266.07,5,15,"Outdated","Enabled","Not Installed",48.33,96,"Yes"
"DEV0852","Desktop","Android","Admin","Firewall Misconfiguration","Malware","DDoS",29.09,56.25,86.28,20,8,"Outdated","Enabled","Not Installed",49.16,94,"Yes"
"DEV0853","IoT Device","Android","Sales","Open Port","APT","Phishing",79.4,94.64,435.75,5,12,"Updated","Disabled","Installed",92.87,39,"Yes"
"DEV0854","Server","Android","IT","Outdated Antivirus","Ransomware","DDoS",38.02,51.87,238.15,5,17,"Updated","Enabled","Not Installed",42.57,61,"No"
"DEV0855","Server","macOS","Sales","Firewall Misconfiguration","Malware","Phishing",34.83,94.1,227.48,4,5,"Outdated","Enabled","Installed",98.48,30,"Yes"
"DEV0856","Laptop","Android","Admin","Privilege Escalation","Ransomware","Phishing",44.85,28.55,58.19,1,12,"Updated","Enabled","Installed",80.05,59,"No"
"DEV0857","Server","Android","Sales","Buffer Overflow","Malware","Brute Force",92.16,21,429.8,10,3,"Updated","Enabled","Installed",87.64,94,"No"
"DEV0858","Laptop","Windows","IT","SQL Injection","APT","DDoS",60.83,68.04,359.02,0,24,"Outdated","Enabled","Installed",72.65,34,"Yes"
"DEV0859","Laptop","Android","Finance","Remote Code Execution","Malware","Phishing",21.52,43.07,54.74,7,18,"Updated","Enabled","Not Installed",42.25,1,"No"
"DEV0860","Server","Linux","HR","Weak Password","Ransomware","DDoS",20.98,66.82,449.28,16,22,"Updated","Disabled","Not Installed",69.29,7,"Yes"
"DEV0861","Laptop","Linux","Sales","Unpatched Software","Ransomware","DDoS",30.64,21.29,115.94,14,24,"Updated","Enabled","Not Installed",51.92,20,"Yes"
"DEV0862","Laptop","Android","Sales","Buffer Overflow","Insider Threat","Phishing",92.71,40.94,293.34,11,5,"Outdated","Disabled","Installed",73.74,91,"Yes"
